collection_number,locality_id,continent,country,state,latitude_band,paleoocean,latitude,longitude,paleolatitude,paleolongitude,formation,member,stratscale,collection_name,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,age_range,time_interval_type,early_epoch,late_epoch,early_period,late_period,early_era,late_era,reference,collection_comments,age_evaluation,comments_evaluation,fossil_type,reference_display,reference_key
L_548,4305,Europe,Austria,Styria,Northern Temperate,Neo-Tethys,46.73,15.56,45.14,13.08,,,,Retznei,,12,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_549,4306,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.3,13.63,47.22,13.41,,,,Riedau,,1,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_550,4308,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.12,16.27,47.26,16.12,,,,Rodaun,,4,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_551,4309,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.2,15.37,46.95,15.05,,,,Roggendorf,,4,early Miocene,early Miocene,20.4,18.3,2.1,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_552,4310,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,47.6,13.47,45.63,10.64,,,,Rußbach,,2,early Miocene,early Miocene,17.3,16.4,0.9,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_553,4311,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.8,16.66,46.38,14.11,,,,Rust am Neusiedlersee,,1,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_554,4312,Europe,France,Occitanie,Northern Temperate,Neo-Tethys,43.57,3.84,42.5,3.58,,,,Saint-Jean-de-Vedas,,1,early Miocene,early Miocene,23.03,15.97,7.06,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_555,4313,Europe,France,Aquitaine,Northern Temperate,Atlantic,43.52,-0.71,43.12,-0.72,,,,Sallespisse,,1,late Miocene,late Miocene,11.63,7.2,4.43,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_556,4314,Europe,Austria,Salzburg,Northern Temperate,Neo-Tethys,47.8,13.07,45.7,10.09,,,,Salzburg,,1,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_557,4315,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.45,13.43,47.37,13.22,,,,Schärding,,5,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_558,4316,Europe,Germany,Schleswig-Holstein,Northern Temperate,Neo-Tethys,54.47,9.51,53.34,9.65,,,,Schleswig-Holstein,,1,early Miocene,early Miocene,23.03,15.97,7.06,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_559,4317,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.5,11.99,45.23,12.84,,,,Schönau,,1,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_560,4319,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.75,16.54,46.23,13.85,,,,Siegendorf,,1,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_561,4320,Europe,Germany,Baden-Wurtemberg,Northern Temperate,Neo-Tethys,48,9.47,47.06,9.35,,,,Siessen,,1,early Miocene,early Miocene,23.03,15.97,7.06,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_562,4321,Europe,Austria,Vienna,Northern Temperate,Neo-Tethys,48.25,16.32,47.32,16.14,,,,Sievering,,2,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_563,4322,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.59,15.81,47.4,15.53,,,,Sonndorf,,5,early Miocene,early Miocene,20.4,18.3,2.1,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_564,4323,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.98,16.215,46.43,13.5,,,,Sooß,,1,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_565,4324,Europe,Czech Republic,South Moravian,Northern Temperate,Neo-Tethys,49.1,16.6,47.97,16.35,,,,South Moravia,,1,early Miocene,early Miocene,18.3,17.3,1,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_566,4325,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.8,16.6,46.47,14.19,,,,St. Margarethen im Burgenland,,12,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,"teeth, gill rakers",Schultz & Piller 2013,schultz & piller 2013
L_567,4326,Europe,France,Provence-Alpes-Côte d'Azur,Northern Temperate,Neo-Tethys,44,5.1,43.26,4.95,,,,St-Didier,,1,middle Miocene,middle Miocene,15.97,13.82,2.15,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_568,4327,Europe,Austria,Styria,Northern Temperate,Neo-Tethys,47.25,15.16,45.62,12.61,,,,Steiermark,,1,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_569,4328,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.57,16.74,47.7,16.59,,,,Steinberg bei Zistersdorf,,4,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_570,4330,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.75,16.66,47.82,16.49,,,,Steinebrunn,,11,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,"teeth, gill rakers",Schultz & Piller 2013,schultz & piller 2013
L_571,4331,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.9,16.54,45.64,13.24,,,,Stotzing,,13,early Miocene,early Miocene,23.03,15.97,7.06,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_572,513,Europe,Austria,Styria,Northern Temperate,Neo-Tethys,46.730278,15.551111,45.33,13.35,,,,Styria,,16,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_573,4332,Europe,Germany,Baden-Wurtemberg,Northern Temperate,Neo-Tethys,48.5,10.5,47.41,10.33,,,,Suabia,,1,early Miocene,early Miocene,23.03,15.97,7.06,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_574,4333,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.36,16.36,47.3,16.12,,,,Teiritzberg,,12,early Miocene,early Miocene,17.3,16.4,0.9,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_575,4334,Europe,Austria,Styria,Northern Temperate,Neo-Tethys,46.92,15.36,45.31,12.86,,,,Tobisegg,,8,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_576,4335,Europe,Austria,upper Austria,Northern Temperate,Neo-Tethys,48.24,13.79,47.16,13.57,,,,Tolleterau,,1,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_577,4336,Europe,France,,Northern Temperate,Neo-Tethys,47.4,0.68,46.47,0.63,,,,Touraine,,1,early Miocene,late Miocene,23.03,5.333,17.697,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_578,4337,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.22,14.24,46.92,13.96,,,,Traun,,10,early Miocene,early Miocene,22,22,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,"teeth, gill rakers",Schultz & Piller 2013,schultz & piller 2013
L_579,4338,Europe,Austria,Vienna,Northern Temperate,Neo-Tethys,48.235,16.334,47.38,16.18,,,,Türkenschanze,,1,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_580,4340,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.75,15.95,47.56,15.67,,,,Unternalb bei Retz,,2,early Miocene,early Miocene,20.4,18.3,2.1,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_581,4341,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.59,16.58,46.07,13.92,,,,Unterpetersdorf,,1,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_582,4282,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.2,14,46.98,13.71,,,,Upper Austria,,1,early Miocene,early Miocene,20.4,18.3,2.1,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_583,4342,Europe,Germany,Baden-Wurtemberg,Northern Temperate,Neo-Tethys,48,9.37,46.88,9.18,,,,Ursendorf,,3,early Miocene,early Miocene,23.03,17.3,5.73,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_584,4343,Europe,Czech Republic,Central Bohemian,Northern Temperate,Neo-Tethys,50.07,14.73,49.23,14.66,,,,Uvaly,,2,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_585,4344,Europe,Hungary,Veszprem,Northern Temperate,Neo-Tethys,47.19,18.13,45.71,15.34,,,,Varpalota,,1,middle Miocene,middle Miocene,15.97,15.32,0.65,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_586,4345,Europe,Czech Republic,Central Bohemian,Northern Temperate,Neo-Tethys,49.022,16.25,47.89,16,,,,Vemyslice,,1,early Miocene,early Miocene,18.3,17.3,1,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_587,4346,Europe,Austria,Styria,Northern Temperate,Neo-Tethys,46.76,15.55,45.36,13.35,,,,Wagna,,2,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_588,4347,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.74,16.41,46.3,13.87,,,,Walbersdorf,,6,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_589,4348,Europe,Germany,,Northern Temperate,Neo-Tethys,47.95,9.15,46.95,9.01,,,,Walbertsweiler 1,,6,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_590,4350,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.23,13.94,47.14,13.71,,,,Wallern an der Trattnach,,24,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,"teeth, gill rakers",Schultz & Piller 2013,schultz & piller 2013
L_591,4351,Europe,Germany,Baden-Wurttember,Northern Temperate,Neo-Tethys,48.12,9.79,47.11,9.64,,,,Warthausen,,2,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_592,4352,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.26,14.37,46.96,14.08,,,,Weikerlsee,,1,early Miocene,early Miocene,22,22,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,gill rakers,Schultz & Piller 2013,schultz & piller 2013
L_593,4353,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.45,16.39,47.39,16.15,,,,Weinsteig,,1,early Miocene,early Miocene,17.3,16.4,0.9,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_594,4354,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.32,13.89,47.23,13.67,,,,Weinzierlbruck,,13,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_595,4355,Europe,Austria,Styria,Northern Temperate,Neo-Tethys,46.91,15.49,45.02,12.56,,,,Weissenegg,,10,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_596,4356,Europe,Austria,Styria,Northern Temperate,Neo-Tethys,46.89,15.46,45.29,12.96,,,,Weitendorf,,2,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_597,4357,Europe,Austria,Upper Austria,Northern Temperate,Neo-Tethys,48.17,14.01,47.08,13.78,,,,Wels,,1,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_598,4358,Europe,Austria,Styria,Northern Temperate,Neo-Tethys,47.05,15.4,45.44,12.87,,,,Wetzelsdorf,,2,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_599,4359,Europe,Austria,Styria,Northern Temperate,Neo-Tethys,46.89,15.35,45.38,12.99,,,,Wetzelsdorfberg,,1,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_600,4261,Europe,Austria,Vienna,Northern Temperate,Neo-Tethys,48.2,16.37,47.27,16.19,,,,Wien,,8,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_601,4261,Europe,Austria,Vienna,Northern Temperate,Neo-Tethys,48.2,16.37,47.34,16.22,,,,Wiener Becken,,12,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_602,4362,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.73,16.34,46.19,13.66,,,,Wiesen bei Mattersburg,,1,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_603,4106,Europe,Austria,Styria,Northern Temperate,Neo-Tethys,46.88,15.51,45.28,13.01,,,,Wildon,,2,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_604,4363,Europe,Austria,Lower Austria,Northern Temperate,Neo-Tethys,48.18,14.9,47.4,14.8,,,,Windpassing,,3,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_605,4364,Europe,Austria,Burgenland,Northern Temperate,Neo-Tethys,47.86,16.16,46.31,13.47,,,,Wöllersdorf,,5,middle Miocene,middle Miocene,15.97,12.8,3.17,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_606,4123,Europe,Germany,Baden-Wurtemberg,Northern Temperate,Neo-Tethys,48.53,9.04,47.53,8.93,,,,Oberschwaben,,1,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_607,4365,Europe,Switzerland,Aargau,Northern Temperate,Neo-Tethys,47.44,8.36,46.34,8.16,,,,Würenlos,,1,early Miocene,early Miocene,20.44,15.97,4.47,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
L_608,4123,Europe,Germany,Baden-Wurtemberg,Northern Temperate,Neo-Tethys,48.53,9.04,47.53,8.93,,,,Württemberg,,1,early Miocene,early Miocene,18.4,18.4,0,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Schultz and Piller 2013,,valid,Age of the Paratethys stages based on Kovac et al. 2018,teeth,Schultz & Piller 2013,schultz & piller 2013
